video_time,x_rot,y_rot,z_rot,quat_x,quat_y,quat_z,quat_w,left_eye_vector_x,left_eye_vector_y,left_eye_vector_z,right_eye_vector_x,right_eye_vector_y,right_eye_vector_z,left_eye_texture_x,left_eye_texture_y,right_eye_texture_x,right_eye_texture_y
8.575328,5.078995,151.536,358.5363,-0.001476242,0.9684163,-0.04608173,0.245039,0.561451,-0.3481902,-0.7506907,0.5257242,-0.362006,-0.769783,476.5496,791.9023,504.8175,781.5846
8.605309,5.121787,151.5741,358.5782,-0.001045908,0.9684832,-0.04635338,0.2447254,0.5608646,-0.351499,-0.7495862,0.5250964,-0.3652639,-0.7686716,476.4048,789.5953,504.7445,779.2906
8.632887,5.180729,151.5873,358.5659,-0.001028353,0.9684906,-0.04687742,0.2445966,0.5594256,-0.3534092,-0.7497633,0.5261205,-0.3656039,-0.7678093,477.2715,788.2496,503.7953,779.0829
8.66116,5.219351,151.5917,358.5518,-0.001066682,0.9684861,-0.04723384,0.2445457,0.5609993,-0.3595778,-0.7456432,0.5289704,-0.3669465,-0.7652062,474.6687,783.9647,501.0763,778.2147
8.689981,5.232931,151.5997,358.5586,-0.0009837154,0.9684983,-0.04733407,0.2444784,0.553739,-0.3551613,-0.7531492,0.5314804,-0.3656447,-0.7640895,481.8335,786.95,499.1497,779.1885
8.719543,5.214448,151.6286,358.5997,-0.0006878066,0.968567,-0.04709003,0.2442542,0.5540341,-0.3550204,-0.7529986,0.532061,-0.364285,-0.7643347,481.6048,787.0516,498.9021,780.1536
8.746634,5.187196,151.671,358.6093,-0.000682467,0.9686669,-0.04683908,0.2439058,0.5523474,-0.3538274,-0.754797,0.5322434,-0.365061,-0.7638373,483.2894,787.8552,498.5932,779.6123
8.775558,5.104601,151.7166,358.5347,-0.00150834,0.9687925,-0.04629932,0.2435061,0.5525048,-0.3499699,-0.7564783,0.5279993,-0.3634604,-0.7675373,483.9053,790.5381,502.5659,780.6265
8.804523,5.036229,151.755,358.4416,-0.002456687,0.968896,-0.04591843,0.2431585,0.5550813,-0.3524972,-0.7534126,0.5345047,-0.3606299,-0.7643631,481.1901,788.8138,497.4613,782.7546
8.837758,4.95147,151.7804,358.3876,-0.00310373,0.9689774,-0.04531579,0.2429397,0.5526564,-0.3506176,-0.7560676,0.5343155,-0.3593588,-0.7650936,483.6436,790.0789,497.861,783.6326
8.861066,4.940836,151.7971,358.4014,-0.003015943,0.9690167,-0.04519613,0.2428063,0.4089963,-0.3083645,-0.858856,0.3768242,-0.273434,-0.885007,606.2813,819.3988,633.8749,842.7265
8.890119,4.922985,151.814,358.3542,-0.003459816,0.9690572,-0.04514473,0.2426482,0.3456567,-0.2775265,-0.8963819,0.3314995,-0.2255984,-0.916086,656.6125,840.175,670.2675,875.4647
8.918509,4.879783,151.8194,358.3019,-0.003996496,0.9690812,-0.04489014,0.2425914,0.3561944,-0.278626,-0.8919042,0.3260973,-0.2331504,-0.916134,648.8101,839.2583,673.7618,870.4203
8.947301,4.880689,151.8205,358.2868,-0.004122824,0.9690826,-0.04492977,0.2425764,0.354656,-0.2833801,-0.891019,0.323293,-0.2330875,-0.9171434,649.5477,836.0383,675.787,870.4836
8.975801,4.899359,151.8281,358.2786,-0.004155182,0.9690923,-0.04510462,0.2425047,0.3547367,-0.2839556,-0.8908036,0.3239238,-0.2229966,-0.919427,649.4401,835.6451,675.8744,877.2704
9.004724,4.895487,151.8364,358.2414,-0.004481221,0.9691098,-0.04515026,0.2424205,0.3576921,-0.2332588,-0.9042382,0.3252248,-0.1757786,-0.9291559,650.8864,870.0138,677.2656,908.925
9.032782,4.870039,151.8446,358.2272,-0.004658657,0.9691349,-0.04496482,0.242351,0.3609595,-0.09819505,-0.9273974,0.3647152,-0.03741131,-0.9303672,654.5826,959.9514,652.9836,999.7827
9.061169,4.886171,151.8586,358.2409,-0.004514284,0.9691598,-0.04507176,0.2422345,0.3681954,-0.08263697,-0.9260688,0.3570301,-0.02443698,-0.9337733,649.8378,970.1231,658.512,1008.31
9.090148,4.90078,151.8846,358.2354,-0.004539665,0.9692096,-0.04520579,0.2420095,0.3732732,-0.08030005,-0.9242398,0.3491579,-0.01744035,-0.9369016,646.2761,971.6318,664.0795,1012.912
9.118791,4.8754,151.8976,358.1782,-0.005082996,0.969243,-0.04511155,0.2418824,0.3770744,-0.07937717,-0.9227753,0.3424658,-0.01565324,-0.9393999,643.584,972.2159,668.7653,1014.088
9.147082,4.842869,151.9044,358.1393,-0.005482945,0.9692661,-0.04491809,0.2418174,0.3787929,-0.0786657,-0.9221321,0.3432474,-0.01980888,-0.9390361,642.371,972.6713,668.1906,1011.357
9.17569,4.856074,151.9214,358.1325,-0.005519215,0.9692975,-0.04504328,0.2416675,0.3792203,-0.0777028,-0.9220381,0.3432752,-0.01676814,-0.9390852,642.0847,973.3022,668.1915,1013.354
9.206964,4.840694,151.9529,358.1349,-0.005544399,0.9693687,-0.04490679,0.241406,0.3817889,-0.07605901,-0.9211147,0.3401765,-0.01956409,-0.9401581,640.2785,974.3665,670.3299,1011.52
9.232553,4.82178,151.9711,358.073,-0.006115073,0.9694102,-0.04487621,0.2412314,0.3822601,-0.06733018,-0.9215985,0.3368998,0.001963295,-0.9415385,640.1115,980.0933,672.7148,1025.666
9.26789,4.799489,151.9903,358.0246,-0.006579346,0.9694549,-0.04478854,0.2410559,0.376843,-0.03024434,-0.9257833,0.3358639,0.02839729,-0.9414824,644.459,1004.458,673.3665,1043.014
9.289768,4.827546,152.0193,358.0146,-0.006615549,0.9695063,-0.04504507,0.2408,0.378404,-0.03393229,-0.9250184,0.3347221,0.03144199,-0.9417922,643.3141,1002.033,674.1385,1045.009
9.318794,4.810951,152.0628,358.0261,-0.006570457,0.9696037,-0.04487808,0.2404404,0.3807653,-0.0363653,-0.9239563,0.3326458,0.02817136,-0.942631,641.6068,1000.428,675.5953,1042.864
9.347312,4.76017,152.0827,358.0109,-0.006813874,0.9696607,-0.04447923,0.2402777,0.3837048,-0.03178886,-0.9229085,0.3320867,0.03696786,-0.9425243,639.5496,1003.428,675.9219,1048.619
9.375185,4.762526,152.0982,357.9934,-0.006963517,0.9696914,-0.04453504,0.2401393,0.3830914,-0.0347181,-0.9230578,0.3396411,0.03611568,-0.9398615,639.962,1001.501,670.6835,1048.071
9.404105,4.7906,152.1327,358.0027,-0.006838685,0.9697554,-0.04475087,0.2398441,0.3841675,-0.0358103,-0.9225687,0.3407446,0.03487002,-0.9395091,639.1765,1000.788,669.9221,1047.259
9.433969,4.82644,152.1724,358.0219,-0.006616494,0.9698281,-0.04501163,0.2395074,0.3861184,-0.0357689,-0.9217556,0.3438899,0.03139203,-0.9384851,637.7729,1000.823,667.751,1044.987
9.461423,4.851923,152.1947,357.9746,-0.006972419,0.9698637,-0.04532482,0.2392941,0.3881777,-0.04035022,-0.9207008,0.3428321,0.03401792,-0.9387805,636.2449,997.8214,668.4697,1046.708
9.489962,4.851855,152.2018,357.9976,-0.006780526,0.9698798,-0.04527575,0.2392433,0.3921752,-0.04628298,-0.9187256,0.3424278,0.03360647,-0.938943,633.3025,993.939,668.7535,1046.438
9.519195,4.887389,152.2096,358.0605,-0.006176015,0.9698882,-0.04544449,0.2391937,0.391308,-0.04611368,-0.9191037,0.343196,0.03723633,-0.9385254,633.9274,994.0503,668.1923,1048.819
9.547249,4.929126,152.2149,358.0777,-0.005945182,0.9698865,-0.0457615,0.2391459,0.3918932,-0.04674307,-0.9188225,0.3449486,0.03054732,-0.9381244,633.4984,993.6423,667.0144,1044.443
9.575839,4.941136,152.2322,358.0814,-0.005895614,0.9699188,-0.04585452,0.2389983,0.3923103,-0.0424054,-0.918855,0.3444041,0.03237533,-0.9382632,633.2488,996.4902,667.3818,1045.641
9.606021,4.924374,152.2595,358.1112,-0.005689571,0.9699828,-0.04564922,0.2387827,0.3943667,-0.04568771,-0.9178168,0.343462,0.03159831,-0.9386349,631.7292,994.3412,668.0413,1045.129
9.632958,4.889709,152.2809,358.1264,-0.005642303,0.9700395,-0.04532323,0.2386153,0.392105,-0.04193443,-0.9189643,0.3457047,0.02958322,-0.9378769,633.3979,996.7948,666.4873,1043.809
9.661135,4.865765,152.2827,358.1004,-0.005912852,0.9700497,-0.04517455,0.2385956,0.3942064,-0.04311047,-0.9180103,0.3403896,0.03582285,-0.9396019,631.873,996.0269,670.1508,1047.888
9.689919,4.884359,152.2764,358.0865,-0.005989183,0.9700298,-0.04536121,0.2386395,0.3907109,-0.0427887,-0.9195184,0.3349663,0.04240346,-0.9412755,634.3909,996.23,673.8653,1052.189
9.718824,4.888847,152.279,358.0682,-0.006135468,0.9700329,-0.04543708,0.2386085,0.3913637,-0.03963934,-0.9193819,0.3427086,0.02957901,-0.938976,633.956,998.2991,668.5766,1043.802
9.747223,4.887156,152.2697,358.0597,-0.006207325,0.9700136,-0.04544099,0.2386845,0.3918369,-0.03961472,-0.9191814,0.3429292,0.03901869,-0.9385506,633.6167,998.3163,668.36,1049.986
9.775451,4.891436,152.2579,358.0443,-0.006323806,0.9699867,-0.04550988,0.2387776,0.3893612,-0.03790461,-0.920305,0.3410428,0.0387338,-0.9392495,635.4152,999.4331,669.6763,1049.797
9.805107,4.938099,152.2477,358.0182,-0.00644291,0.9699489,-0.04595968,0.2388419,0.3890891,-0.0338471,-0.9205782,0.3438092,0.03070075,-0.9385375,635.6505,1002.101,667.8054,1044.542
9.836311,4.931252,152.2453,357.9973,-0.006634002,0.9699448,-0.04594565,0.2388557,0.3878489,-0.03212527,-0.921163,0.3374722,0.03714316,-0.9406024,636.5571,1003.229,672.1718,1048.754
9.861588,4.922027,152.2456,358.0126,-0.006523166,0.9699493,-0.0458355,0.2388619,0.3894099,-0.03272231,-0.9204831,0.3394927,0.03205176,-0.9400624,635.4299,1002.839,670.803,1045.421
9.890884,4.96759,152.2479,358.0125,-0.006429332,0.9699391,-0.04622108,0.2388313,0.3914016,-0.03639764,-0.9194999,0.3396866,0.03320092,-0.9399525,633.9638,1000.433,670.6605,1046.178
9.920136,4.99964,152.257,358.012,-0.006370263,0.9699475,-0.04649284,0.2387461,0.389521,-0.03711742,-0.9202693,0.3380743,0.03133034,-0.9405978,635.3082,999.9588,671.7928,1044.953
9.946917,4.945332,152.2621,357.9907,-0.006667153,0.9699748,-0.04607758,0.2387078,0.3791093,-0.0356839,-0.9246636,0.3277959,0.03448758,-0.9441189,642.7767,1000.89,678.897,1047.006
9.97541,4.948997,152.2685,358.0242,-0.006378154,0.9699889,-0.04603837,0.2386658,0.3678099,-0.03646018,-0.929186,0.3296628,0.04829678,-0.9428626,650.7775,1000.406,677.4821,1056.042
10.00439,4.967201,152.2893,358.0489,-0.0061393,0.9700276,-0.04613984,0.2384952,0.3762257,-0.04596786,-0.9253871,0.3357294,0.05273066,-0.9404814,644.7073,994.147,673.2192,1058.953
10.0333,4.942018,152.2987,358.0017,-0.006595345,0.9700527,-0.04602444,0.2384032,0.3644881,-0.1005112,-0.9257677,0.3388664,0.05832869,-0.9390246,651.9865,958.4163,670.9366,1062.618
10.06133,4.907945,152.2961,358,-0.006680285,0.9700583,-0.04573987,0.2384328,0.3842835,-0.02379809,-0.9229084,0.3522359,0.04016093,-0.9350492,639.1777,1008.695,661.8203,1050.751
10.08973,4.923761,152.3089,358.0651,-0.006100645,0.9700836,-0.04573742,0.2383459,0.3909169,-0.03354606,-0.9198145,0.3475337,0.03953629,-0.9368337,634.334,1002.301,665.1346,1050.335
10.11928,4.937299,152.3332,358.1163,-0.005649045,0.9701322,-0.04574441,0.2381579,0.391075,-0.0388751,-0.9195374,0.3407786,0.03499125,-0.9394922,634.1674,998.8037,669.8821,1047.349
10.14811,4.929739,152.3539,358.0985,-0.005823537,0.9701769,-0.0457163,0.2379769,0.3925452,-0.04609527,-0.9185769,0.3391491,0.03251247,-0.9401706,633.0269,994.0692,671.0308,1045.723
10.17515,4.933422,152.3653,358.0603,-0.006143687,0.9701972,-0.04582616,0.2378648,0.3946931,-0.04199242,-0.9178529,0.3277152,0.03963872,-0.9439446,631.5289,996.7668,678.9038,1050.375
10.20414,4.936327,152.3828,358.0818,-0.005962773,0.9702337,-0.04580526,0.2377247,0.3977529,-0.04485706,-0.9163954,0.3439224,0.02288745,-0.9387191,629.2921,994.8961,667.7546,1039.42
10.23286,4.956238,152.4049,358.1246,-0.0055674,0.970275,-0.04588385,0.2375502,0.398193,-0.04266395,-0.9163091,0.3453723,0.02638336,-0.9380948,628.9985,996.3369,666.7261,1041.716
10.26187,4.936561,152.434,358.1478,-0.005423752,0.970343,-0.04566786,0.2373174,0.3972986,-0.0462867,-0.9165214,0.3401164,0.03622351,-0.9396855,629.5981,993.9575,670.3263,1048.155
10.2872,4.926765,152.4365,358.0952,-0.005890852,0.9703489,-0.04569381,0.2372772,0.3965634,-0.04309625,-0.9169952,0.3430099,0.0352903,-0.9386687,630.1648,996.0469,668.3187,1047.547
10.3085,4.923963,152.4333,358.0275,-0.006468182,0.9703394,-0.04581033,0.2372783,0.3973494,-0.04347894,-0.9166369,0.3433446,0.03117874,-0.9386919,629.5948,995.7979,668.1123,1044.854
10.33264,4.943098,152.4344,358.0372,-0.006346562,0.970336,-0.04595213,0.2372682,0.3984181,-0.04384718,-0.9161552,0.3413025,0.0304996,-0.9394585,628.8207,995.5605,669.5387,1044.408
10.3612,4.994817,152.4492,358.0822,-0.005863703,0.9703519,-0.04629597,0.2371489,0.4008299,-0.04428205,-0.9150817,0.3414569,0.02992518,-0.9394209,627.0767,995.2854,669.4333,1044.036
10.38988,5.029637,152.465,358.0618,-0.005970858,0.9703718,-0.04663223,0.2369986,0.397159,-0.04511289,-0.9166404,0.3362143,0.02828653,-0.9413607,629.7103,994.7339,673.0874,1042.959
10.41924,5.013093,152.4573,357.9909,-0.006602062,0.9703575,-0.04663913,0.2370391,0.400113,-0.0474819,-0.915235,0.3338037,0.03015101,-0.9421603,627.5543,993.1873,674.7502,1044.177
10.44681,5.03887,152.4472,358.0179,-0.006316073,0.9703296,-0.04680213,0.2371292,0.3998238,-0.04936371,-0.9152618,0.3341238,0.02803503,-0.9421122,627.7394,991.9551,674.5414,1042.793
10.47655,5.085196,152.4617,358.0757,-0.005736156,0.9703469,-0.04707393,0.237019,0.4000245,-0.0494504,-0.9151695,0.3383482,0.02457152,-0.9407002,627.5926,991.9024,671.6235,1040.531
10.50467,5.082789,152.487,358.0697,-0.005802435,0.9703998,-0.0470647,0.2368028,0.3970196,-0.04792121,-0.9165582,0.3371036,0.02267272,-0.9411945,629.7744,992.8962,672.4954,1039.285
10.53415,5.028795,152.4915,358.0115,-0.006409296,0.9704242,-0.04672763,0.2367538,0.3926795,-0.04352595,-0.9186448,0.3326307,0.02460717,-0.9427361,632.9503,995.7629,675.5919,1040.545
10.56173,5.046006,152.499,358.0424,-0.006115331,0.9704355,-0.04680919,0.2366991,0.3938543,-0.04106366,-0.9182552,0.3330365,0.02891856,-0.9424704,632.1322,997.3828,675.2866,1043.372
10.58944,5.063388,152.5244,358.0922,-0.005667867,0.9704848,-0.0468522,0.2364997,0.3940708,-0.04392299,-0.91803,0.3333381,0.02906654,-0.9423593,631.9424,995.5088,675.0746,1043.47
10.61852,5.0279,152.5424,358.097,-0.0057076,0.970534,-0.04654081,0.236358,0.3906115,-0.04259568,-0.9195696,0.3269478,0.02958743,-0.9445791,634.4439,996.3676,679.4957,1043.803
10.64728,5.005327,152.5398,358.0425,-0.006215211,0.9705335,-0.0464623,0.2363627,0.3945637,-0.04084177,-0.9179605,0.3377872,0.02710128,-0.9408323,631.6211,997.527,671.9951,1042.182
10.67718,5.069154,152.5442,358.0477,-0.006040391,0.9705213,-0.0469917,0.2363131,0.3952053,-0.04241632,-0.917613,0.3334033,0.03052222,-0.9422901,631.1416,996.5005,675.0189,1044.424
10.70397,5.089885,152.5661,358.0822,-0.005713901,0.9705611,-0.04709491,0.2361369,0.3941312,-0.04435235,-0.9179834,0.3336325,0.01877663,-0.9425163,631.8906,995.2293,674.9158,1036.728
10.73236,5.069197,152.5745,358.0646,-0.005909283,0.9705846,-0.04695558,0.2360634,0.3936736,-0.04152847,-0.9183118,0.3347221,0.02013949,-0.9421017,632.2513,997.0791,674.1536,1037.621
10.76328,5.090766,152.58,358.0384,-0.006089028,0.9705873,-0.04719194,0.2360005,0.3951475,-0.03949571,-0.9177683,0.3371892,0.02027346,-0.9412186,631.2119,998.4182,672.4383,1037.712
10.79003,5.111611,152.5964,358.0363,-0.006070271,0.9706137,-0.04737186,0.2358562,0.3897923,-0.04217019,-0.9199368,0.3263808,0.02745735,-0.9448395,635.0333,996.6511,679.8966,1042.414
10.81953,5.087117,152.6173,358.0374,-0.006120052,0.9706652,-0.04716103,0.2356854,0.3927096,-0.040969,-0.9187496,0.3289439,0.02868098,-0.9439139,632.9475,997.4452,678.1144,1043.216
10.84728,5.066869,152.6176,358.025,-0.0062674,0.9706719,-0.04701515,0.2356828,0.394397,-0.04328812,-0.91792,0.332766,0.01933376,-0.9428113,631.7078,995.9264,675.5112,1037.091
10.8773,5.074821,152.6064,357.9886,-0.006554302,0.9706443,-0.04715788,0.2357602,0.3930845,-0.04531656,-0.918385,0.3346001,0.01771695,-0.9421936,632.6289,994.5927,674.2443,1036.033
10.90459,5.083148,152.6008,357.9768,-0.006635386,0.9706293,-0.04725316,0.2358006,0.394289,-0.0484619,-0.9177079,0.3374982,0.01817967,-0.9411507,631.7237,992.5338,672.229,1036.339
10.9332,5.057753,152.6004,357.9996,-0.00649418,0.9706384,-0.04699111,0.2358195,0.3950324,-0.04312421,-0.9176545,0.333426,0.02201599,-0.9425192,631.2537,996.0349,675.0438,1038.85
10.96111,5.039517,152.5813,357.9844,-0.006653226,0.9706043,-0.04686918,0.2359796,0.3928118,-0.04168023,-0.9186739,0.3337759,0.01514946,-0.9425307,632.869,996.975,674.8263,1034.345
10.98967,5.065331,152.5668,357.974,-0.006681623,0.970565,-0.04710995,0.2360925,0.3934334,-0.04530443,-0.9182363,0.3333673,0.01925326,-0.9426004,632.3812,994.601,675.098,1037.039
11.01852,5.102314,152.5706,357.998,-0.006403926,0.9705618,-0.04737357,0.2360606,0.3624824,-0.03234486,-0.9314292,0.3048481,0.03782571,-0.9516496,654.553,1003.128,694.7141,1049.186
11.04716,5.106212,152.5863,358.0195,-0.006220068,0.9705939,-0.04736139,0.235936,0.3640741,-0.03335615,-0.9307725,0.3112843,0.03847792,-0.9495375,653.4206,1002.462,690.2649,1049.616
11.07611,5.094394,152.5839,358.0141,-0.006289378,0.9705926,-0.04727261,0.235957,0.362042,-0.03017655,-0.9316732,0.3049038,0.03147909,-0.9518628,654.8826,1004.551,694.728,1045.034
11.10538,5.100796,152.5775,358.0152,-0.00626408,0.9705774,-0.04732487,0.23601,0.3648303,-0.0308168,-0.9305639,0.3113692,0.02782066,-0.9498817,652.9122,1004.127,690.2903,1042.643
11.13235,5.115772,152.5951,358.0283,-0.006129105,0.9706092,-0.04742368,0.2358627,0.3644051,-0.02780154,-0.9308254,0.3112291,0.03022976,-0.949854,653.2372,1006.108,690.369,1044.221
11.16137,5.094626,152.6009,358.031,-0.006152606,0.9706284,-0.04723883,0.23582,0.3645494,-0.03273556,-0.9306085,0.3063517,0.03347238,-0.9513298,653.0904,1002.868,693.7123,1046.339
11.19008,5.110326,152.6112,358.0555,-0.005916876,0.9706458,-0.0473208,0.2357385,0.3643135,-0.03069373,-0.9307705,0.3084053,0.02744029,-0.9508592,653.2751,1004.209,692.3386,1042.393
11.21957,5.123483,152.6515,358.0868,-0.005640797,0.9707255,-0.04736575,0.2354073,0.3640659,-0.03072956,-0.9308661,0.3013424,0.04335598,-0.9525298,653.4462,1004.187,697.0687,1052.802
11.24699,5.093009,152.7026,358.0907,-0.005691845,0.9708411,-0.04709717,0.234983,0.3629891,-0.03309616,-0.9312055,0.3055049,0.02940916,-0.9517363,654.1787,1002.634,694.3198,1043.68
11.2806,5.035702,152.7147,358.0506,-0.006154796,0.9708834,-0.04669341,0.2348775,0.3646639,-0.03308995,-0.9305511,0.3046764,0.03087424,-0.9519554,652.9976,1002.63,694.8795,1044.634
11.30433,5.054893,152.7201,358.0208,-0.006369455,0.9708862,-0.04691663,0.2348152,0.3620644,-0.03062208,-0.93165,0.3110407,0.03903839,-0.9495946,654.8523,1004.256,690.418,1049.978
11.33323,5.104449,152.7445,358.0162,-0.006316408,0.9709191,-0.04734444,0.2345949,0.3864616,-0.04210783,-0.9213438,0.3309315,0.01568406,-0.9435244,637.4151,996.6823,676.7862,1034.699
11.36796,5.14138,152.7894,358.0865,-0.005663768,0.9710019,-0.04751119,0.2342347,0.389212,-0.04913833,-0.9198366,0.3386551,0.01832402,-0.9407321,635.3495,992.0792,671.4092,1036.438
11.3899,5.171039,152.8158,358.0963,-0.005530586,0.971046,-0.04774109,0.2340086,0.3894782,-0.05099645,-0.9196228,0.3372299,0.02004777,-0.9412089,635.1311,990.8633,672.3927,1037.571
11.4185,5.211453,152.8392,358.0637,-0.005733449,0.9710782,-0.04814878,0.2337863,0.3907209,-0.05264458,-0.9190027,0.3367159,0.01473287,-0.9414911,634.2135,989.7894,672.7644,1034.086
11.44673,5.200858,152.8617,358.0285,-0.006062738,0.9711258,-0.0481296,0.2335838,0.3894035,-0.05414768,-0.9194744,0.3374507,0.0104351,-0.9412854,635.1364,988.7983,672.2596,1031.264
11.47619,5.147892,152.8683,358.0309,-0.006154558,0.971158,-0.04767583,0.2335411,0.3895814,-0.05000176,-0.9196337,0.3365842,0.01875949,-0.9414666,635.0665,991.5143,672.8422,1036.723
11.50387,5.149094,152.8654,358.0866,-0.005678793,0.9711545,-0.04757262,0.2335886,0.3926092,-0.05066914,-0.9183086,0.3370351,0.02382731,-0.9411905,632.8818,991.0864,672.5088,1040.047
11.53305,5.143298,152.8827,358.086,-0.005702786,0.9711916,-0.04752385,0.2334437,0.389237,-0.05116699,-0.9197155,0.3358093,0.02021473,-0.941713,635.2969,990.7484,673.3745,1037.677
11.56117,5.106292,152.8928,358.0327,-0.006234645,0.9712222,-0.04731838,0.2333445,0.3919822,-0.05077855,-0.9185704,0.3350768,0.01427977,-0.9420826,633.329,991.0093,673.9009,1033.78
11.59004,5.055504,152.8888,358.0103,-0.006526541,0.97123,-0.04693383,0.2333814,0.3917932,-0.05198149,-0.9185837,0.3383772,0.01970281,-0.9408043,633.4484,990.2159,671.5905,1037.336
11.62309,5.043299,152.8859,358.0534,-0.006184945,0.9712307,-0.04674276,0.2334262,0.389614,-0.0525682,-0.9194767,0.3382629,0.02377098,-0.9407514,635.0062,989.8229,671.654,1040.003
11.64711,5.05123,152.8986,358.0511,-0.006193599,0.9712537,-0.04681402,0.2333161,0.391161,-0.050943,-0.9189112,0.33678,0.01786568,-0.9414139,633.9165,990.8946,672.7067,1036.13
11.67618,5.014782,152.9048,357.9763,-0.006905188,0.9712743,-0.04665721,0.2332417,0.3906759,-0.04947157,-0.919198,0.3391365,0.02019647,-0.9405204,634.2845,991.8554,671.0592,1037.657
11.70452,4.991006,152.9006,357.9492,-0.00718192,0.9712721,-0.04651119,0.2332716,0.3923647,-0.05176181,-0.9183521,0.3398525,0.01774952,-0.9403112,633.0399,990.3568,670.569,1036.051
11.73355,5.003838,152.8911,357.9788,-0.006900568,0.9712504,-0.04656014,0.233361,0.3932992,-0.04874033,-0.9181178,0.3356251,0.01990925,-0.9417852,632.4095,992.3422,673.5031,1037.466
11.76136,5.013731,152.8969,357.993,-0.006762548,0.9712597,-0.04661477,0.2333151,0.3943799,-0.05313859,-0.9174099,0.3355547,0.02160045,-0.9417731,631.5718,989.4622,673.5449,1038.576
11.78974,4.972032,152.9024,357.9341,-0.007348849,0.9712812,-0.04638088,0.2332547,0.394113,-0.04391422,-0.9180123,0.3370443,0.02227326,-0.9412253,631.8829,995.5076,672.5066,1039.015
11.81919,4.94137,152.8997,357.9199,-0.007531329,0.9712848,-0.04615026,0.2332795,0.3953118,-0.04850396,-0.9172655,0.334903,0.0214485,-0.9420085,630.9642,992.4984,673.998,1038.47
11.84296,4.950571,152.8992,357.9568,-0.007199515,0.9712831,-0.04615314,0.2332963,0.3931267,-0.04835597,-0.9182119,0.3350615,0.02030008,-0.9419776,632.5379,992.5897,673.8925,1037.718
11.87618,4.95092,152.9056,358.008,-0.006767316,0.9712992,-0.04605145,0.2332623,0.3959484,-0.04842609,-0.9169949,0.3348725,0.02356232,-0.9419688,630.5066,992.5519,674.0096,1039.856
11.90436,4.937786,152.9037,357.9539,-0.007252237,0.9712964,-0.04605046,0.2332599,0.39575,-0.04948017,-0.9170244,0.3357876,0.02894263,-0.941493,630.6359,991.8593,673.3466,1043.382
11.93244,4.927495,152.8946,357.9389,-0.007396815,0.9712802,-0.04599439,0.2333336,0.3959533,-0.05029309,-0.9168923,0.3355673,0.02044615,-0.9417943,630.4794,991.326,673.541,1037.812
11.962,4.932964,152.8835,357.9823,-0.007012758,0.9712586,-0.0459529,0.2334436,0.3983829,-0.05256791,-0.9157116,0.3367381,0.02249036,-0.9413298,628.7003,989.8427,672.72,1039.154
11.99025,4.938662,152.8804,358.0075,-0.006786352,0.9712518,-0.04595006,0.2334791,0.3981979,-0.04804668,-0.9160404,0.3403742,0.02231342,-0.9400253,628.894,992.8062,670.1915,1039.041
12.0194,4.914379,152.8755,358.0022,-0.006879115,0.9712496,-0.0457554,0.2335237,0.3981605,-0.04902341,-0.916005,0.3390879,0.02112176,-0.9405176,628.9088,992.1638,671.0919,1038.257
12.04666,4.932136,152.8799,358.0057,-0.006814527,0.9712528,-0.0458984,0.2334842,0.3960752,-0.04648067,-0.9170409,0.3352088,0.02612288,-0.9417816,630.442,993.8266,673.7657,1041.533
12.07595,4.926816,152.8967,358.0069,-0.006822378,0.971289,-0.04584997,0.2333431,0.3997264,-0.04462704,-0.9155475,0.3375015,0.02255779,-0.9410546,627.8333,995.0513,672.188,1039.198
12.10435,4.904238,152.8999,357.9998,-0.006930046,0.9713024,-0.04567292,0.2333185,0.3980626,-0.04510333,-0.9162488,0.3388862,0.02792616,-0.9404128,629.0261,994.7329,671.1991,1042.717
12.13285,4.89073,152.8993,357.9622,-0.007276434,0.9713033,-0.04563511,0.2333118,0.403495,-0.04619765,-0.9138148,0.3323664,0.02776266,-0.9427417,625.0974,994.0284,675.7275,1042.602
12.16118,4.863655,152.9058,357.9424,-0.007502692,0.9713241,-0.04544568,0.2332553,0.4001252,-0.04708904,-0.9152499,0.3296339,0.03111452,-0.943596,627.5156,993.4333,677.5997,1044.793
12.19012,4.851722,152.9267,357.9892,-0.00713826,0.9713735,-0.04524789,0.2330991,0.3987679,-0.04640618,-0.9158769,0.3390845,0.03287149,-0.9401814,628.5002,993.8765,671.0296,1045.953
12.21867,4.841387,152.9433,357.986,-0.007193085,0.9714103,-0.0451658,0.2329603,0.4010961,-0.04142424,-0.9150988,0.3389758,0.03149199,-0.9402679,626.8782,997.1479,671.1128,1045.048
12.24742,4.803392,152.9474,357.9279,-0.007765108,0.9714271,-0.04496168,0.2329112,0.3983223,-0.04414895,-0.9161824,0.3402096,0.02984544,-0.9398759,628.8466,995.3516,670.264,1043.968
12.27571,4.798474,152.9546,357.916,-0.00787823,0.9714424,-0.04494355,0.2328471,0.3480659,-0.09578164,-0.9325642,0.3035539,-0.03656271,-0.9521125,663.6512,961.5884,695.5067,1000.406
12.30401,4.773023,152.9774,357.9584,-0.007579781,0.9714997,-0.04464021,0.2326762,0.3550792,-0.09431881,-0.9300659,0.3057658,-0.02210505,-0.9518501,658.7484,962.5145,694.0942,1009.866
12.33311,4.730661,152.986,357.9839,-0.00745359,0.9715323,-0.04422889,0.2326228,0.3549726,-0.08969038,-0.9305643,0.2996108,-0.01680267,-0.9539135,658.9388,965.5463,698.3397,1013.338
