video_time,x_rot,y_rot,z_rot,quat_x,quat_y,quat_z,quat_w,left_eye_vector_x,left_eye_vector_y,left_eye_vector_z,right_eye_vector_x,right_eye_vector_y,right_eye_vector_z,left_eye_texture_x,left_eye_texture_y,right_eye_texture_x,right_eye_texture_y
16.16545,5.126549,153.2139,358.7893,-9.130652E-05,-0.9718859,0.04594863,-0.2309252,0.3851768,-0.02547866,-0.922491,0.3821236,0.0262085,-0.9237395,638.4534,1007.608,640.6411,1041.667
16.19021,5.118117,153.2211,358.768,-0.0001095547,0.9719034,-0.04592011,0.2308574,0.3820517,-0.02440891,-0.9238186,0.3784329,0.02394748,-0.9253189,640.7003,1008.309,643.3022,1040.174
16.21905,5.10085,153.2198,358.7513,-0.0002858531,0.971907,-0.0458074,0.2308646,0.3827502,-0.02460545,-0.9235242,0.3793995,0.0331059,-0.9246405,640.2008,1008.177,642.5369,1046.194
16.24685,5.096173,153.2137,358.785,-6.625594E-06,0.9718962,-0.04569975,0.2309313,0.3833521,-0.02758348,-0.9231904,0.3813879,0.0252011,-0.9240716,639.7491,1006.218,641.1762,1041.001
16.27973,5.124666,153.2131,358.7902,-9.518986E-05,-0.9718848,0.04593091,-0.2309332,0.3841807,-0.02159945,-0.9230053,0.3788147,0.02851802,-0.9250331,639.194,1010.159,642.9957,1043.18
16.31175,5.151236,153.2259,358.778,-4.031722E-05,-0.9719011,0.0461808,-0.2308151,0.3833812,-0.01945073,-0.9233854,0.3785085,0.03384357,-0.9249789,639.7794,1011.574,643.1674,1046.681
16.33311,5.175321,153.2395,358.7657,-2.133283E-05,0.9719198,-0.04640993,0.2306904,0.3862938,-0.01987766,-0.9221616,0.3780361,0.02461125,-0.9254637,637.6824,1011.299,643.5803,1040.614
16.36207,5.217952,153.2438,358.7754,-0.0001454304,-0.9719131,0.04675188,-0.2306497,0.3843248,-0.02452836,-0.9228721,0.3786307,0.02398245,-0.9252371,639.0696,1008.239,643.1584,1040.205
16.39032,5.261133,153.2463,358.7889,-0.0003470058,-0.9719023,0.04709066,-0.2306262,0.3833361,-0.02592052,-0.9232452,0.3805811,0.01784133,-0.9245754,639.7701,1007.325,641.7965,1036.17
16.41914,5.298859,153.2596,358.8004,-0.0005143217,-0.9719151,0.0473877,-0.2305111,0.3855452,-0.03249108,-0.9221168,0.3799008,0.02051999,-0.9247997,638.1302,1003.012,642.2689,1037.935
16.44671,5.29608,153.2781,358.812,-0.0006001089,-0.9719532,0.04734074,-0.2303596,0.3806237,-0.02965774,-0.9242544,0.3760393,0.01741715,-0.9264401,641.6746,1004.874,645.0497,1035.888
16.47579,5.264201,153.2877,358.7829,-0.0002845853,-0.9719844,0.04712903,-0.230272,0.3768604,-0.02930041,-0.9258066,0.3754373,0.02445633,-0.9265251,644.3543,1005.113,645.4364,1040.515
16.50478,5.237581,153.2928,358.7786,-0.0001922082,-0.9720044,0.04691196,-0.2302317,0.3750508,-0.03120947,-0.9264787,0.3741415,0.01869419,-0.9271832,645.6227,1003.86,646.3983,1036.722
16.53292,5.195773,153.3154,358.782,-0.0001280969,-0.9720651,0.04655047,-0.2300491,0.3768956,-0.02602419,-0.9258901,0.3750415,0.01668955,-0.9268578,644.3528,1007.261,645.764,1035.401
16.56126,5.182862,153.3366,358.7633,-6.509663E-05,0.9721124,-0.04647848,0.2298639,0.376475,-0.02904278,-0.9259715,0.3760264,0.02660812,-0.9262269,644.6265,1005.277,644.9957,1041.924
16.58962,5.170492,153.353,358.754,-0.0001757985,0.9721497,-0.04639225,0.2297231,0.3785059,-0.02891091,-0.9251474,0.373491,0.01563817,-0.927502,643.1826,1005.359,646.8743,1034.705
16.61865,5.204185,153.3652,358.7667,-5.003788E-06,0.9721619,-0.04665253,0.2296189,0.377461,-0.03223062,-0.9254645,0.372557,0.01814285,-0.927832,643.8962,1003.182,647.5272,1036.354
16.64706,5.233644,153.3693,358.7533,-6.110996E-05,0.9721593,-0.04692924,0.2295733,0.3802015,-0.03623281,-0.9241937,0.3748207,0.01688283,-0.9269436,641.9086,1000.548,645.9167,1035.53
16.67571,5.271831,153.3766,358.7952,-0.0003679509,-0.9721599,0.04716926,-0.2295214,0.3780895,-0.03686904,-0.9250346,0.3755994,0.02355329,-0.9264827,643.4039,1000.139,645.3199,1039.922
16.70403,5.270434,153.3893,358.8086,-0.0004733403,-0.9721857,0.04713069,-0.22942,0.3791931,-0.03544555,-0.9246385,0.3759918,0.02269584,-0.9263451,642.6324,1001.071,645.0442,1039.358
16.73286,5.266262,153.3929,358.7935,-0.0003355152,-0.9721946,0.0471255,-0.2293836,0.380951,-0.03359031,-0.9239849,0.3739601,0.01963518,-0.9272369,641.3984,1002.286,646.5148,1037.343
16.76215,5.2611,153.3775,358.788,-0.0002849997,-0.9721657,0.04709264,-0.2295128,0.378886,-0.03620742,-0.9247348,0.373954,0.02602907,-0.927082,642.8443,1000.57,646.4775,1041.546
16.7903,5.268532,153.3648,358.7846,-0.0002761429,-0.9721374,0.04716251,-0.2296182,0.3793318,-0.03611896,-0.9245555,0.3748621,0.02622905,-0.9267095,642.529,1000.628,645.8284,1041.679
16.82049,5.218027,153.3511,358.797,-0.0002854689,-0.9721285,0.04670922,-0.2297486,0.3800289,-0.03707651,-0.9242312,0.3764297,0.02138927,-0.9261982,642.0243,999.9933,644.7422,1038.496
16.84662,5.1906,153.3218,358.7973,-0.0002446188,-0.9720797,0.04647596,-0.2300022,0.3804209,-0.03515603,-0.924145,0.3763286,0.02513728,-0.9261453,641.7667,1001.252,644.7919,1040.958
16.87563,5.172649,153.2902,358.7858,-0.0001234011,-0.9720228,0.04634682,-0.2302689,0.3789004,-0.03553526,-0.9247549,0.376633,0.01978318,-0.9261513,642.8474,1001.005,644.6112,1037.436
16.9047,5.174294,153.2604,358.8091,-0.0003368182,-0.9719622,0.04631377,-0.2305309,0.3799948,-0.03609368,-0.9242842,0.3791525,0.01592581,-0.9251972,642.0656,1000.636,642.8291,1034.901
16.93369,5.184907,153.2424,358.8562,-0.0007646629,-0.9719219,0.04630898,-0.2307006,0.3802258,-0.03578668,-0.9242011,0.3777292,0.02042135,-0.9256909,641.9055,1000.838,643.8267,1037.858
16.9612,5.153593,153.2213,358.8211,-0.0004121221,-0.971891,0.04611403,-0.2308706,0.3799015,-0.03654265,-0.9243049,0.3754828,0.01640057,-0.9266843,642.1305,1000.339,645.4573,1035.208
16.98962,5.146043,153.1878,358.7783,-4.756959E-05,-0.9718263,0.04613618,-0.2311391,0.3799719,-0.03591375,-0.9243007,0.3747471,0.01811493,-0.9269501,642.0894,1000.752,645.977,1036.334
17.01894,5.181288,153.1505,358.7985,-0.00030536,-0.9717382,0.04639417,-0.231457,0.3784768,-0.03483152,-0.9249552,0.3773066,0.01481304,-0.92597,643.1664,1001.469,644.1652,1034.167
17.04719,5.186802,153.1346,358.8468,-0.0007325836,-0.9717039,0.04634324,-0.2316104,0.3805329,-0.0322088,-0.9242063,0.3790164,0.02682009,-0.9250012,641.7286,1003.188,642.8705,1042.069
17.07609,5.152115,153.1126,358.8349,-0.0005705301,-0.971672,0.04607303,-0.2317985,0.380359,-0.03471011,-0.9241874,0.3796561,0.01637477,-0.9249828,641.8312,1001.542,642.4775,1035.195
17.10393,5.15491,153.0853,358.8501,-0.0007157503,-0.9716157,0.04606588,-0.2320353,0.3778528,-0.03248272,-0.9252957,0.3791155,0.0179224,-0.9251758,643.6371,1003.012,642.8596,1036.213
17.13451,5.187566,153.0892,358.9187,-0.0013618,-0.9716111,0.04620394,-0.2320243,0.3774576,-0.03079561,-0.9255147,0.3797202,0.01849613,-0.9249166,643.9326,1004.124,642.4229,1036.594
17.16121,5.203682,153.1105,358.9982,-0.00206045,-0.9716471,0.04617986,-0.2318728,0.37581,-0.02486196,-0.9263632,0.3735703,0.01887091,-0.9274099,645.1483,1008.028,646.8195,1036.834
17.19042,5.156938,153.1379,359.0536,-0.002424694,-0.9717186,0.04567197,-0.2316706,0.374939,-0.02863274,-0.9266072,0.3716848,0.01577701,-0.9282249,645.7359,1005.547,648.1797,1034.794
17.21978,5.144586,153.1611,359.0827,-0.002636749,-0.9717693,0.04550906,-0.2314874,0.3757886,-0.02222614,-0.9264389,0.3716461,0.02591771,-0.9280126,645.1776,1009.757,648.1417,1041.46
17.24685,5.191404,153.1883,359.1604,-0.003379978,-0.9718049,0.04574978,-0.2312807,0.3754214,-0.02396401,-0.9265444,0.3693111,0.02359551,-0.9290062,645.4246,1008.618,649.8203,1039.934
17.27586,5.21561,153.2206,359.2049,-0.003793161,-0.9718597,0.04586634,-0.2310209,0.3734508,-0.02334978,-0.9273561,0.3732493,0.02793768,-0.9273103,646.8251,1009.027,646.9777,1042.795
17.30462,5.238322,153.2482,359.2236,-0.003986734,-0.9719062,0.04602216,-0.2307909,0.3802778,-0.03579498,-0.9241793,0.3772166,0.006405173,-0.926103,641.8679,1000.836,644.2492,1028.632
17.32471,5.245148,153.2581,359.2229,-0.003990844,-0.9719236,0.04608174,-0.2307056,0.3750828,-0.03488609,-0.9263347,0.3794913,0.01595014,-0.9250578,645.5684,1001.446,642.5862,1034.922
17.34729,5.245468,153.246,359.1628,-0.003485883,-0.9719012,0.04620524,-0.2307833,0.3665182,-0.03291666,-0.9298284,0.3852009,0.01178991,-0.9227574,651.6499,1002.757,638.5114,1032.184
17.37684,5.250134,153.1967,359.171,-0.003585227,-0.9717997,0.04622665,-0.2312048,0.3676631,-0.03899141,-0.9291413,0.3826952,0.01577989,-0.92374,650.7822,998.7683,640.2923,1034.814
17.40409,5.254966,153.1397,359.2028,-0.003887204,-0.9716818,0.04620165,-0.2316999,0.3662021,-0.01595813,-0.9303985,0.3658316,0.02180059,-0.9304258,652.0078,1013.899,652.3115,1038.755
17.43265,5.25512,153.0807,359.2119,-0.003989321,-0.971562,0.0461823,-0.2322039,0.3606459,-0.02268594,-0.9324269,0.3688609,0.02279806,-0.929205,655.8887,1009.483,650.1547,1039.414
17.46181,5.241079,153.0336,359.2548,-0.004343129,-0.9714703,0.04597462,-0.2326221,0.3668061,-0.01876711,-0.9301081,0.3718614,0.01962765,-0.9280808,651.5732,1012.05,648.0407,1037.333
17.49075,5.242126,152.9911,359.2696,-0.004487637,-0.9713829,0.04595182,-0.2329884,0.3691453,-0.02314528,-0.9290835,0.3646121,0.02302112,-0.9308749,649.8943,1009.169,653.1807,1039.554
17.51859,5.245107,152.9448,359.2241,-0.004126609,-0.9712893,0.04606793,-0.2333622,0.3705809,-0.02347017,-0.9285036,0.3638664,0.02846291,-0.9310161,648.8794,1008.954,653.6703,1043.127
17.54752,5.262393,152.9042,359.2495,-0.004393734,-0.9711992,0.04616112,-0.2337139,0.3688877,-0.02628535,-0.9291022,0.3592302,0.02966834,-0.9327773,650.0599,1007.108,656.9473,1043.912
17.57579,5.288399,152.8788,359.2837,-0.004747009,-0.9711362,0.04631068,-0.2339391,0.3714516,-0.02879152,-0.9280058,0.3618706,0.01981446,-0.9320177,648.227,1005.46,655.1456,1037.448
17.60545,5.346267,152.8566,359.3122,-0.005115876,-0.9710675,0.04674189,-0.2341303,0.3692635,-0.02999241,-0.9288406,0.3609679,0.0254718,-0.9322304,649.767,1004.679,655.7568,1041.167
17.63266,5.385015,152.8552,359.3499,-0.005514849,-0.9710479,0.0469932,-0.234152,0.3706369,-0.0311182,-0.9282564,0.3634828,0.02233358,-0.9313332,648.7854,1003.941,653.9976,1039.112
17.66112,5.40301,152.8788,359.3695,-0.005708806,-0.9710882,0.04710663,-0.2339576,0.3713657,-0.03279373,-0.9279073,0.3635865,0.01346043,-0.9314632,648.2523,1002.84,653.9449,1033.282
17.69003,5.414775,152.8979,359.3604,-0.005647627,-0.9711232,0.0472259,-0.2337897,0.3695016,-0.03292083,-0.9286467,0.3578911,0.01932776,-0.9335633,649.5686,1002.761,657.9457,1037.134
17.72299,5.416486,152.9248,359.3868,-0.005863642,-0.971176,0.04718794,-0.2335728,0.3691269,-0.03292013,-0.9287959,0.3609323,0.0176557,-0.9324249,649.8316,1002.763,655.8074,1036.039
17.74837,5.385528,152.966,359.3963,-0.005863813,-0.9712715,0.0469084,-0.2332315,0.3686229,-0.03569544,-0.9288934,0.3628536,0.01633266,-0.931703,650.1571,1000.94,654.4524,1035.168
17.77517,5.331966,153.0043,359.3975,-0.005749742,-0.9713699,0.04645382,-0.2329153,0.3636692,-0.03782769,-0.9307598,0.3611388,0.01756346,-0.9323468,653.627,999.5469,655.6561,1035.972
17.8038,5.312486,153.0259,359.4156,-0.005854552,-0.9714204,0.04625308,-0.232742,0.3689794,-0.03425834,-0.928806,0.3637531,0.01367408,-0.9313951,649.9151,1001.876,653.816,1033.416
17.83696,5.282819,153.0604,359.3941,-0.005597673,-0.9715027,0.04604706,-0.2324454,0.3682331,-0.03281742,-0.9291542,0.3636467,0.02055926,-0.93131,650.4539,1002.821,653.8776,1037.939
17.86123,5.223794,153.089,359.3788,-0.00533736,-0.9715838,0.0455789,-0.2322047,0.3562586,-0.04308438,-0.9333935,0.3671085,0.002292119,-0.9301753,658.7935,996.1079,651.4291,1025.916
17.89032,5.165741,153.1044,359.3693,-0.005132445,-0.9716371,0.04510678,-0.2320785,0.2800569,-0.3692464,-0.8861294,0.3826272,0.01997086,-0.923687,697.1179,777.3293,640.3277,1037.567
17.9186,5.145831,153.1003,359.3556,-0.004977538,-0.9716368,0.04496553,-0.2321105,0.3078577,-0.4659113,-0.8295483,0.3818783,-0.0456372,-0.9230852,664.6302,707.1541,640.6299,994.3599
17.9472,5.132346,153.1013,359.343,-0.004842535,-0.9716443,0.04487685,-0.2320988,0.3615953,-0.02510517,-0.9319971,0.3770324,0.005985729,-0.9261807,655.2004,1007.884,644.3932,1028.347
17.97728,5.071899,153.1157,359.3494,-0.004768458,-0.9716954,0.04435203,-0.2319875,0.356012,-0.02205655,-0.934221,0.3706309,0.01565701,-0.9286482,659.1486,1009.888,648.9337,1034.707
18.00463,5.046149,153.1235,359.3236,-0.004495266,-0.9717215,0.04418604,-0.2319154,0.3596831,-0.03667789,-0.9323534,0.3681006,0.01000176,-0.9297322,656.4358,1000.287,650.7365,1030.982
18.03284,5.020865,153.1402,359.3644,-0.004783075,-0.9717628,0.04388991,-0.231793,0.3631737,-0.04026341,-0.9308511,0.371648,0.006744063,-0.9283492,653.9381,997.9264,648.218,1028.836
18.0611,4.957286,153.145,359.361,-0.004623902,-0.9717954,0.04335779,-0.2317593,0.3679123,-0.04352523,-0.9288412,0.3642607,0.0132404,-0.9312029,650.5571,995.7711,653.4489,1033.103
18.09019,4.898627,153.121,359.3168,-0.004139079,-0.9717693,0.04294892,-0.2319543,0.3688973,-0.0442595,-0.9284159,0.367711,0.01818973,-0.9297622,649.8542,995.2825,650.9996,1036.357
18.11857,4.921853,153.1046,359.3112,-0.00414438,-0.9717281,0.04315673,-0.2320879,0.3693939,-0.0405177,-0.9283892,0.369616,0.006391167,-0.9291626,649.5493,997.7377,649.6608,1028.595
18.14747,4.938083,153.1144,359.3238,-0.004280989,-0.9717417,0.04326906,-0.2320075,0.3684704,-0.03981446,-0.9287865,0.3636904,0.02139616,-0.9312741,650.2092,998.2025,653.8371,1038.462
18.17536,4.934054,153.1308,359.3643,-0.004610292,-0.9717748,0.04315351,-0.2318841,0.3712654,-0.04041002,-0.9276471,0.3713773,0.01334873,-0.9283861,648.2249,997.8047,648.411,1033.178
18.20467,4.967994,153.1446,359.3527,-0.00457516,-0.9717911,0.04346539,-0.2317583,0.370548,-0.04524978,-0.9277105,0.3709899,0.009206794,-0.9285913,648.673,994.6338,648.6877,1030.454
18.23289,4.996124,153.1521,359.3256,-0.004399729,-0.9717972,0.04375897,-0.2316808,0.3730917,-0.04381018,-0.9267595,0.3706981,0.007213926,-0.9287254,646.8899,995.5735,648.8916,1029.143
18.26127,4.987417,153.158,359.3163,-0.00430114,-0.9718127,0.04370411,-0.2316279,0.3745161,-0.05097668,-0.9258181,0.3717546,0.01062022,-0.9282703,645.7858,990.8666,648.1456,1031.386
18.28995,4.976711,153.1673,359.3655,-0.004692501,-0.9718333,0.04351441,-0.2315694,0.3739403,-0.0508749,-0.9260564,0.3720263,0.01398994,-0.9281168,646.1946,990.9344,647.9423,1033.604
18.31946,4.953819,153.1851,359.4086,-0.005004833,-0.9718758,0.04323401,-0.2314374,0.3711502,-0.04904293,-0.9272768,0.3717558,0.008119271,-0.9282951,648.194,992.1429,648.1402,1029.737
18.34659,4.924019,153.1955,359.3878,-0.004764439,-0.9719082,0.04302368,-0.2313455,0.3715624,-0.04904941,-0.9271114,0.3724983,0.009179531,-0.9279875,647.9014,992.1352,647.6138,1030.433
18.37653,4.912953,153.1902,359.3333,-0.004282208,-0.9719035,0.04303957,-0.2313718,0.3735051,-0.05275882,-0.9261266,0.3727959,0.001928031,-0.9279115,646.4741,989.6951,647.3881,1025.653
18.40415,4.892885,153.1927,359.3404,-0.004300843,-0.9719154,0.04285514,-0.2313556,0.37246,-0.05296209,-0.9265358,0.3705132,0.00569658,-0.9288098,647.2109,989.5637,649.017,1028.135
18.43414,4.87864,153.2084,359.4024,-0.004791975,-0.9719496,0.04260983,-0.2312474,0.373685,-0.05109216,-0.9261475,0.3714246,0.003380567,-0.928457,646.3693,990.7852,648.3643,1026.608
18.46091,4.871992,153.2169,359.4193,-0.004918568,-0.9719685,0.04251974,-0.2311823,0.3744717,-0.05001225,-0.9258886,0.3753602,0.015841,-0.9267436,645.8262,991.4905,645.5482,1034.817
18.48959,4.882956,153.2148,359.3756,-0.004570785,-0.9719621,0.04270082,-0.2311829,0.3754571,-0.0505228,-0.9254618,0.3718906,0.004132992,-0.9282674,645.1206,991.1532,648.0349,1027.104
18.51909,4.891161,153.2117,359.3429,-0.004310839,-0.9719542,0.04283634,-0.2311962,0.3758535,-0.05117733,-0.9252649,0.370787,0.00339286,-0.9287117,644.8305,990.7231,648.8163,1026.617
18.54719,4.910532,153.2091,359.3791,-0.004658171,-0.9719408,0.04292745,-0.2312287,0.376545,-0.04839454,-0.9251335,0.3729225,0.005753397,-0.9278447,644.3783,992.5484,647.3064,1028.175
18.57087,4.942419,153.2023,359.3977,-0.00488347,-0.9719149,0.04315993,-0.2312896,0.3733231,-0.04917558,-0.9263971,0.3700819,0.007403076,-0.9289697,646.6527,992.0485,649.3247,1029.263
18.60406,4.944626,153.1986,359.3693,-0.004648326,-0.971908,0.04323585,-0.2313093,0.3756599,-0.0480126,-0.925513,0.369568,0.005631745,-0.9291866,645.0122,992.8044,649.6863,1028.096
18.63293,4.955025,153.1998,359.3571,-0.004564759,-0.9719071,0.04334886,-0.2312932,0.3748627,-0.04346772,-0.9260607,0.3743637,0.003344998,-0.927276,645.6352,995.7902,646.2775,1026.591
18.66134,4.963845,153.2109,359.4122,-0.005046479,-0.9719241,0.04331275,-0.2312189,0.3739674,-0.04592334,-0.9263042,0.3718507,0.01017363,-0.9282368,646.2385,994.182,648.073,1031.091
18.69173,4.957424,153.2185,359.4258,-0.005146225,-0.971941,0.04323114,-0.2311609,0.3779395,-0.04514519,-0.924729,0.3726712,0.006435699,-0.9279411,643.4292,994.6804,647.4854,1028.628
18.71859,4.975831,153.2063,359.3966,-0.004939622,-0.9719111,0.0434458,-0.2312508,0.377107,-0.04409276,-0.9251196,0.3775713,0.003464401,-0.9259741,644.0344,995.3751,643.9949,1026.672
18.74689,5.005421,153.213,359.3941,-0.004976055,-0.9719143,0.04370199,-0.2311886,0.3765026,-0.04785948,-0.9251785,0.3723852,0.0057507,-0.9280605,644.415,992.907,647.6875,1028.18
18.77579,5.010594,153.2259,359.4312,-0.005295868,-0.9719367,0.04367171,-0.2310925,0.3768104,-0.04681361,-0.9251068,0.3728433,0.006613545,-0.9278708,644.2094,993.5928,647.3629,1028.75
18.80713,5.002153,153.2304,359.4702,-0.005608261,-0.971947,0.0435216,-0.2310703,0.3768835,-0.04721258,-0.9250567,0.3766075,0.004755608,-0.9263607,644.1519,993.3301,644.6827,1027.526
18.83285,5.017737,153.2391,359.4585,-0.005536839,-0.9719595,0.04367786,-0.23099,0.3784661,-0.04837434,-0.9243502,0.3812378,0.0003043115,-0.924477,643.0117,992.5637,641.3663,1024.59
18.86108,5.023684,153.2467,359.409,-0.005126243,-0.971975,0.04382837,-0.2309059,0.3809975,-0.05313589,-0.9230479,0.3766403,-0.0013398,-0.9263586,641.1445,989.4301,644.6404,1023.505
18.8895,5.029699,153.2507,359.4612,-0.005580116,-0.9719784,0.04377427,-0.2308911,0.3751895,-0.02727098,-0.9265469,0.3843611,0.0290434,-0.9227259,645.5603,1006.432,639.0167,1043.523
18.91955,5.038365,153.2504,359.5536,-0.006381509,-0.9719697,0.04366156,-0.2309283,0.3798423,-0.02987132,-0.9245688,0.3816891,0.02601359,-0.9239246,642.2316,1004.715,640.9515,1041.532
18.94752,5.023432,153.2594,359.5687,-0.00647548,-0.9719926,0.04350512,-0.2308591,0.3796212,-0.03113583,-0.924618,0.3847871,0.02310357,-0.9227161,642.3777,1003.883,638.7536,1039.616
18.97532,5.008064,153.2567,359.4951,-0.005821755,-0.9719966,0.04352277,-0.2308561,0.3790335,-0.02927954,-0.9249196,0.3749815,0.02492243,-0.9266973,642.8116,1005.103,645.7614,1040.801
19.00514,5.012776,153.2526,359.4755,-0.00566604,-0.9719875,0.04360215,-0.2308833,0.3809838,-0.02848142,-0.924143,0.3815398,0.02364992,-0.9240499,641.4296,1005.624,641.0748,1039.975
19.035,5.058586,153.25,359.5165,-0.006107176,-0.9719637,0.04390794,-0.2309145,0.381459,-0.03016814,-0.9238934,0.3810029,0.02082386,-0.9243393,641.0775,1004.518,641.4776,1038.118
19.06127,5.098613,153.2525,359.5556,-0.006519204,-0.9719518,0.04416864,-0.2309034,0.38237,-0.02984433,-0.9235272,0.3753475,0.02016885,-0.9266647,640.4305,1004.732,645.5313,1037.682
19.09077,5.127884,153.251,359.5094,-0.006186474,-0.9719404,0.04451003,-0.2308951,0.382681,-0.03449731,-0.9232363,0.3815714,0.02003791,-0.9241222,640.1681,1001.675,641.074,1037.607
19.11867,5.14127,153.24,359.5087,-0.006211634,-0.9719134,0.04462441,-0.230986,0.3830296,-0.03446093,-0.9230931,0.3822137,0.01905429,-0.9238775,639.9201,1001.699,640.6191,1036.961
19.14717,5.167512,153.2415,359.5589,-0.006690384,-0.9719036,0.04474572,-0.2309901,0.3836828,-0.03339767,-0.9228608,0.3866414,0.02161175,-0.9219769,639.4608,1002.402,637.4398,1038.643
19.17555,5.16021,153.2344,359.5515,-0.006615871,-0.9718925,0.04469825,-0.2310483,0.3837002,-0.03728442,-0.9227048,0.3855312,0.02420769,-0.9223772,639.4115,999.847,638.2174,1040.351
19.2049,5.133818,153.2335,359.5394,-0.006460104,-0.9719013,0.04449881,-0.2310543,0.3844054,-0.02637579,-0.9227876,0.3797549,0.02222559,-0.9248201,638.9998,1007.017,642.3653,1039.044
19.23287,5.108844,153.2311,359.5386,-0.006403303,-0.9719058,0.04428862,-0.2310774,0.3836222,-0.02748341,-0.9230812,0.3829122,0.02239068,-0.9235134,639.5545,1006.285,640.0991,1039.156
19.26117,5.100015,153.2395,359.5755,-0.006695661,-0.9719238,0.04413971,-0.2310217,0.3859028,-0.02544278,-0.9221886,0.3857984,0.02882445,-0.9221327,637.93,1007.631,637.9935,1043.382
19.28217,5.083658,153.2398,359.5615,-0.006543711,-0.9719312,0.04402924,-0.2310159,0.3858868,-0.02517531,-0.9222026,0.3857637,0.02909188,-0.9221389,637.9433,1007.806,638.0162,1043.557
19.30404,5.035934,153.2278,359.5329,-0.006209455,-0.9719263,0.04368148,-0.231112,0.3862402,-0.02846236,-0.921959,0.3868058,0.02294253,-0.9218757,637.6666,1005.641,637.3156,1039.508
19.32492,5.031283,153.2234,359.5398,-0.00625987,-0.9719188,0.04362797,-0.2311523,0.3839387,-0.02446175,-0.9230345,0.3779667,0.02745875,-0.9254119,639.3491,1008.268,643.6104,1042.475
19.34752,5.046476,153.2285,359.5668,-0.006517435,-0.9719219,0.04370268,-0.2311181,0.3822226,-0.02555829,-0.9237168,0.3782278,0.02358086,-0.9254122,640.57,1007.547,643.451,1039.927
19.37539,5.059024,153.2389,359.6041,-0.006855577,-0.971936,0.0437344,-0.2310426,0.3831843,-0.02570195,-0.9233143,0.3850518,0.01917238,-0.9226958,639.8813,1007.452,638.5885,1037.031
19.40458,5.028788,153.228,359.5795,-0.006590309,-0.9719265,0.04352687,-0.2311297,0.3838949,-0.02916259,-0.9229162,0.3849825,0.02194447,-0.9226629,639.3459,1005.175,638.6236,1038.853
19.43248,5.008161,153.2138,359.5768,-0.006530326,-0.9719057,0.04335675,-0.2312507,0.3815629,-0.03332299,-0.9237421,0.3855807,0.01457275,-0.922559,640.9788,1002.44,638.233,1033.998
19.46105,5.035971,153.2158,359.601,-0.006791602,-0.9718981,0.04354374,-0.2312399,0.3826422,-0.03300464,-0.9233069,0.3813329,0.01512175,-0.9243141,640.2122,1002.649,641.2721,1034.363
19.49011,5.030983,153.2287,359.632,-0.007039619,-0.971924,0.04343967,-0.2311431,0.3809198,-0.03823948,-0.923817,0.3803189,0.006794341,-0.9248305,641.3876,999.2125,642.025,1028.874
19.52005,4.983856,153.231,359.607,-0.006731458,-0.9719474,0.04309056,-0.2311196,0.3842387,-0.03300017,-0.9226439,0.3770289,0.01278969,-0.9261131,639.0664,1002.65,644.3661,1032.819
19.54728,4.971879,153.2148,359.5736,-0.006430206,-0.9719208,0.04305539,-0.2312461,0.3801346,-0.03751245,-0.9241702,0.3754226,0.008022323,-0.9268191,641.9553,999.6877,645.5328,1029.676
19.57588,4.993281,153.2122,359.6105,-0.006786827,-0.9719059,0.04316242,-0.231279,0.3796074,-0.04053066,-0.9242595,0.3748149,0.008092782,-0.9270644,642.2982,997.7083,645.9659,1029.724
19.60424,4.998095,153.2247,359.6529,-0.007151668,-0.9719267,0.04311839,-0.2311885,0.3775141,-0.03697922,-0.9252652,0.3790872,0.005120635,-0.9253468,643.8237,1000.047,642.9124,1027.767
19.63419,4.982763,153.2229,359.6102,-0.006759082,-0.9719312,0.04307444,-0.2311897,0.3800439,-0.03775197,-0.9241978,0.3745877,0.01100156,-0.9271262,642.0168,999.5314,646.12,1031.639
19.66112,4.984749,153.2168,359.5697,-0.006422455,-0.9719205,0.04317251,-0.2312261,0.3754285,-0.03458123,-0.9262061,0.3729802,0.01651658,-0.9276924,645.3295,1001.625,647.2455,1035.268
19.69031,4.993921,153.2134,359.6003,-0.006701295,-0.9719086,0.04318847,-0.2312651,0.3768885,-0.03361778,-0.9256484,0.3732675,0.01283427,-0.927635,644.3021,1002.256,647.0574,1032.846
19.71886,4.984496,153.2332,359.6799,-0.007349798,-0.9719471,0.04294919,-0.2311279,0.377431,-0.03048675,-0.9255357,0.3729398,0.01650975,-0.9277086,643.9431,1004.311,647.273,1035.264
19.74708,4.970403,153.2557,359.6754,-0.007274719,-0.9719979,0.04284018,-0.230937,0.3764262,-0.031176,-0.9259219,0.3699286,0.02086259,-0.9288259,644.6494,1003.859,649.3938,1038.122
19.77755,4.976247,153.2775,359.6447,-0.007018082,-0.9720417,0.04295291,-0.2307399,0.3768482,-0.02597497,-0.9259108,0.3708513,0.02275519,-0.9284134,644.3899,1007.277,648.7222,1039.367
19.8042,4.959101,153.3008,359.6194,-0.006760543,-0.9720961,0.04285972,-0.2305351,0.3789022,-0.02081133,-0.9252027,0.3744569,0.02783751,-0.9268264,642.9611,1010.669,646.1105,1042.712
19.83514,4.960732,153.3064,359.6245,-0.006804811,-0.9721066,0.04286367,-0.2304889,0.3835103,-0.0240841,-0.9232225,0.3746918,0.0246181,-0.9268226,639.6529,1008.51,645.9667,1040.596
